Gene	TCGA-DX-AB2L-01A-32R-A41D-13
hsa-miR-7110-3p|MIMAT0028118	NA
hsa-miR-4796-5p|MIMAT0019970	NA
hsa-miR-6780a-5p|MIMAT0027460	NA
hsa-miR-6801-5p|MIMAT0027502	NA
hsa-miR-6781-3p|MIMAT0027463	NA
hsa-miR-4798-5p|MIMAT0019974	NA
hsa-miR-6782-3p|MIMAT0027465	NA
hsa-miR-6842-3p|MIMAT0027587	NA
hsa-miR-7114-3p|MIMAT0028126	NA
hsa-miR-6784-5p|MIMAT0027468	NA
hsa-miR-5684|MIMAT0022473	NA
hsa-miR-7151-3p|MIMAT0028213	NA
hsa-miR-4495|MIMAT0019030	NA
hsa-miR-5692c|MIMAT0022476	NA
hsa-miR-6847-5p|MIMAT0027594	NA
hsa-miR-6787-5p|MIMAT0027474	NA
hsa-miR-7154-5p|MIMAT0028218	NA
hsa-miR-6788-5p|MIMAT0027476	NA
hsa-miR-7155-5p|MIMAT0028220	NA
hsa-miR-6849-3p|MIMAT0027599	NA
hsa-miR-6789-3p|MIMAT0027479	NA
hsa-miR-7155-3p|MIMAT0028221	NA
hsa-miR-6790-3p|MIMAT0027481	NA
hsa-miR-6729-3p|MIMAT0027360	NA
hsa-miR-5002-3p|MIMAT0021024	NA
hsa-miR-6852-3p|MIMAT0027605	NA
hsa-miR-7161-5p|MIMAT0028232	NA
hsa-miR-6853-3p|MIMAT0027607	NA
hsa-miR-6732-5p|MIMAT0027365	NA
hsa-miR-6794-5p|MIMAT0027488	NA
hsa-miR-6855-5p|MIMAT0027610	NA
hsa-miR-7160-3p|MIMAT0028231	NA
hsa-miR-5006-3p|MIMAT0021034	NA
hsa-miR-6796-5p|MIMAT0027492	NA
hsa-miR-7515|MIMAT0029310	NA
hsa-miR-7641|MIMAT0029782	NA
hsa-miR-6858-5p|MIMAT0027616	NA
hsa-miR-7703|MIMAT0030018	NA
hsa-miR-6798-3p|MIMAT0027497	NA
hsa-miR-6737-3p|MIMAT0027376	NA
hsa-miR-4750-3p|MIMAT0022979	NA
hsa-miR-6800-5p|MIMAT0027500	NA
hsa-miR-6860|MIMAT0027622	NA
hsa-miR-5572|MIMAT0022260	NA
hsa-miR-6801-3p|MIMAT0027503	NA
hsa-miR-371b-5p|MIMAT0019892	NA
hsa-miR-1273h-3p|MIMAT0030416	NA
hsa-miR-4754|MIMAT0019894	NA
hsa-miR-6803-3p|MIMAT0027507	NA
hsa-miR-7844-5p|MIMAT0030419	NA
hsa-miR-6865-5p|MIMAT0027630	NA
hsa-miR-7846-3p|MIMAT0030421	NA
hsa-miR-6805-3p|MIMAT0027511	NA
hsa-miR-7848-3p|MIMAT0030423	NA
hsa-miR-6867-5p|MIMAT0027634	NA
hsa-miR-6079|MIMAT0023704	NA
hsa-miR-6807-3p|MIMAT0027515	NA
hsa-miR-6081|MIMAT0023706	NA
hsa-miR-6869-5p|MIMAT0027638	NA
hsa-miR-6809-5p|MIMAT0027518	NA
hsa-miR-7855-5p|MIMAT0030430	NA
hsa-miR-7856-5p|MIMAT0030431	NA
hsa-miR-6871-5p|MIMAT0027642	NA
hsa-miR-7973|MIMAT0031176	NA
hsa-miR-6088|MIMAT0023713	NA
hsa-miR-6751-5p|MIMAT0027402	NA
hsa-miR-4763-3p|MIMAT0019913	NA
hsa-miR-6873-3p|MIMAT0027647	NA
hsa-miR-5191|MIMAT0021122	NA
hsa-miR-6814-5p|MIMAT0027528	NA
hsa-miR-8053|MIMAT0030980	NA
hsa-miR-6875-3p|MIMAT0027651	NA
hsa-miR-7160-5p|MIMAT0028230	NA
hsa-miR-6816-5p|MIMAT0027532	NA
hsa-miR-6816-3p|MIMAT0027533	NA
hsa-miR-6877-3p|MIMAT0027655	NA
hsa-miR-6817-3p|MIMAT0027535	NA
hsa-miR-6133|MIMAT0024617	NA
hsa-miR-8061|MIMAT0030988	NA
hsa-miR-6819-5p|MIMAT0027538	NA
hsa-miR-6819-3p|MIMAT0027539	NA
hsa-miR-6820-5p|MIMAT0027540	NA
hsa-miR-7111-5p|MIMAT0028119	NA
hsa-miR-7843-3p|MIMAT0030412	NA
hsa-miR-8067|MIMAT0030994	NA
hsa-miR-6882-3p|MIMAT0027665	NA
hsa-miR-6822-3p|MIMAT0027545	NA
hsa-miR-7113-3p|MIMAT0028124	NA
hsa-miR-6884-5p|MIMAT0027668	NA
hsa-miR-6824-5p|MIMAT0027548	NA
hsa-miR-6824-3p|MIMAT0027549	NA
hsa-miR-6502-5p|MIMAT0025460	NA
hsa-miR-8075|MIMAT0031002	NA
hsa-miR-6886-3p|MIMAT0027673	NA
hsa-miR-8077|MIMAT0031004	NA
hsa-miR-6827-5p|MIMAT0027554	NA
hsa-miR-6827-3p|MIMAT0027555	NA
hsa-miR-7153-3p|MIMAT0028217	NA
hsa-miR-548at-5p|MIMAT0022277	NA
hsa-miR-6829-5p|MIMAT0027558	NA
hsa-miR-6890-5p|MIMAT0027680	NA
hsa-miR-6830-5p|MIMAT0027560	NA
hsa-miR-8084|MIMAT0031011	NA
hsa-miR-5583-3p|MIMAT0022282	NA
hsa-miR-6892-5p|MIMAT0027684	NA
hsa-miR-6832-5p|MIMAT0027564	NA
hsa-miR-6730-3p|MIMAT0027362	NA
hsa-miR-6893-3p|MIMAT0027687	NA
hsa-miR-6894-5p|MIMAT0027688	NA
hsa-miR-6894-3p|MIMAT0027689	NA
hsa-miR-548bb-3p|MIMAT0035704	NA
hsa-miR-6895-3p|MIMAT0027691	NA
hsa-miR-8054|MIMAT0030981	NA
hsa-miR-7162-5p|MIMAT0028234	NA
hsa-miR-6775-3p|MIMAT0027451	NA
hsa-miR-7107-3p|MIMAT0028112	NA
hsa-miR-8058|MIMAT0030985	NA
hsa-miR-7702|MIMAT0030017	NA
hsa-miR-4770|MIMAT0019924	NA
hsa-miR-6838-5p|MIMAT0027578	NA
hsa-miR-6715b-3p|MIMAT0025843	NA
hsa-miR-7110-5p|MIMAT0028117	NA
hsa-miR-6769b-3p|MIMAT0027621	NA
hsa-miR-7843-5p|MIMAT0030411	NA
hsa-miR-6861-5p|MIMAT0027623	NA
hsa-miR-6740-5p|MIMAT0027381	NA
hsa-miR-5680|MIMAT0022468	NA
hsa-miR-6740-3p|MIMAT0027382	NA
hsa-miR-1273h-5p|MIMAT0030415	NA
hsa-miR-6864-5p|MIMAT0027628	NA
hsa-miR-5683|MIMAT0022472	NA
hsa-miR-6844|MIMAT0027589	NA
hsa-miR-6845-5p|MIMAT0027590	NA
hsa-miR-5685|MIMAT0022475	NA
hsa-miR-4802-5p|MIMAT0019981	NA
hsa-miR-7153-5p|MIMAT0028216	NA
hsa-miR-892c-3p|MIMAT0025858	NA
hsa-miR-7851-3p|MIMAT0030426	NA
hsa-miR-7852-3p|MIMAT0030427	NA
hsa-miR-7853-5p|MIMAT0030428	NA
hsa-miR-4739|MIMAT0019868	NA
hsa-miR-6850-5p|MIMAT0027600	NA
hsa-miR-6769a-5p|MIMAT0027438	NA
hsa-miR-7157-5p|MIMAT0028224	NA
hsa-miR-548ba|MIMAT0031175	NA
hsa-miR-7158-5p|MIMAT0028226	NA
hsa-miR-6872-5p|MIMAT0027644	NA
hsa-miR-7158-3p|MIMAT0028227	NA
hsa-miR-7161-3p|MIMAT0028233	NA
hsa-miR-7978|MIMAT0031181	NA
hsa-miR-6732-3p|MIMAT0027366	NA
hsa-miR-6733-5p|MIMAT0027367	NA
hsa-miR-6834-3p|MIMAT0027569	NA
hsa-miR-4433b-3p|MIMAT0030414	NA
hsa-miR-7162-3p|MIMAT0028235	NA
hsa-miR-8057|MIMAT0030984	NA
hsa-miR-6841-3p|MIMAT0027585	NA
hsa-miR-8059|MIMAT0030986	NA
hsa-miR-6743-5p|MIMAT0027387	NA
hsa-miR-5707|MIMAT0022501	NA
hsa-miR-6859-5p|MIMAT0027618	NA
hsa-miR-7705|MIMAT0030020	NA
hsa-miR-8064|MIMAT0030991	NA
hsa-miR-8063|MIMAT0030990	NA
hsa-miR-7706|MIMAT0030021	NA
hsa-miR-6821-5p|MIMAT0027542	NA
hsa-miR-8081|MIMAT0031008	NA
hsa-miR-6883-5p|MIMAT0027666	NA
hsa-miR-6782-5p|MIMAT0027464	NA
hsa-miR-6727-3p|MIMAT0027356	NA
hsa-miR-6516-5p|MIMAT0030417	NA
hsa-miR-6770-5p|MIMAT0027440	NA
hsa-miR-7845-5p|MIMAT0030420	NA
hsa-miR-6866-5p|MIMAT0027632	NA
hsa-miR-7847-3p|MIMAT0030422	NA
hsa-miR-6745|MIMAT0027391	NA
hsa-miR-6746-5p|MIMAT0027392	NA
hsa-miR-8078|MIMAT0031005	NA
hsa-miR-6867-3p|MIMAT0027635	NA
hsa-miR-7159-3p|MIMAT0028229	NA
hsa-miR-6869-3p|MIMAT0027639	NA
hsa-miR-7854-3p|MIMAT0030429	NA
hsa-miR-6795-3p|MIMAT0027491	NA
hsa-miR-6749-3p|MIMAT0027399	NA
hsa-miR-6884-3p|MIMAT0027669	NA
hsa-miR-6750-3p|MIMAT0027401	NA
hsa-miR-7157-3p|MIMAT0028225	NA
hsa-miR-7975|MIMAT0031178	NA
hsa-miR-7977|MIMAT0031180	NA
hsa-miR-6751-3p|MIMAT0027403	NA
hsa-miR-6874-3p|MIMAT0027649	NA
hsa-miR-8052|MIMAT0030979	NA
hsa-miR-6739-3p|MIMAT0027380	NA
hsa-miR-4433b-5p|MIMAT0030413	NA
hsa-miR-6718-5p|MIMAT0025849	NA
hsa-miR-8069|MIMAT0030996	NA
hsa-miR-6828-3p|MIMAT0027557	NA
hsa-miR-6880-5p|MIMAT0027660	NA
hsa-miR-4713-5p|MIMAT0019820	NA
hsa-miR-6878-3p|MIMAT0027657	NA
hsa-miR-6879-3p|MIMAT0027659	NA
hsa-miR-7159-5p|MIMAT0028228	NA
hsa-miR-6758-3p|MIMAT0027417	NA
hsa-miR-6766-5p|MIMAT0027432	NA
hsa-miR-6738-5p|MIMAT0027377	NA
hsa-miR-6885-5p|MIMAT0027670	NA
hsa-miR-7850-5p|MIMAT0030425	NA
hsa-miR-8082|MIMAT0031009	NA
hsa-miR-6748-5p|MIMAT0027396	NA
hsa-miR-7849-3p|MIMAT0030424	NA
hsa-miR-7152-5p|MIMAT0028214	NA
hsa-miR-6516-3p|MIMAT0030418	NA
hsa-miR-6831-5p|MIMAT0027562	NA
hsa-miR-6868-3p|MIMAT0027637	NA
hsa-miR-6785-3p|MIMAT0027471	NA
hsa-miR-6846-5p|MIMAT0027592	NA
hsa-miR-8060|MIMAT0030987	NA
hsa-miR-7150|MIMAT0028211	NA
hsa-miR-8086|MIMAT0031013	NA
hsa-miR-6813-3p|MIMAT0027527	NA
hsa-miR-7109-3p|MIMAT0028116	NA
hsa-miR-6757-5p|MIMAT0027414	NA
hsa-miR-7976|MIMAT0031179	NA
hsa-miR-6791-3p|MIMAT0027483	NA
hsa-miR-6753-5p|MIMAT0027406	NA
hsa-miR-6744-5p|MIMAT0027389	NA
hsa-miR-7113-5p|MIMAT0028123	NA
hsa-miR-6741-3p|MIMAT0027384	NA
hsa-miR-6715b-5p|MIMAT0025842	NA
hsa-miR-7974|MIMAT0031177	NA
hsa-miR-6846-3p|MIMAT0027593	NA
hsa-miR-7704|MIMAT0030019	NA
